,id,cur_depth_id,cur_hand_weight,cur_hand_id,label,data_dir,now_timegap,mfcc00,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15
64,64,18,12.0,13,0,10_11_20:20:38,0.6,-332.35635,119.28021,0.7030256,10.381891,4.945893,-0.37205976,-2.506795,2.5742,-5.347673,-1.9014429,-4.4966116,-0.35152644,-3.9684076,3.3371725,-1.7025698,3.7560859
65,65,21,26.2,15,0,10_11_20:20:38,0.7,-342.25125,116.2377,3.6108286,14.943001,5.6419687,-5.73728,-2.5484219,5.650248,-2.051845,6.7811203,6.3364573,7.9117317,-5.4370403,4.986104,-3.890979,3.1369624
66,66,25,23.3,17,0,10_11_20:20:38,0.8,-335.91473,119.88938,3.9803026,12.788641,5.160645,2.0218492,-3.1724658,6.050925,1.5051479,4.280701,-1.2835325,1.6640764,-3.5565171,5.1802125,-5.5586357,-1.392096
67,67,27,31.8,19,0,10_11_20:20:38,0.9,-338.4984,114.07875,-5.072239,10.4750595,6.125062,4.9552517,5.293425,6.424944,1.8215935,2.6120796,-3.610074,0.28129023,-4.4941072,4.678275,0.3745888,1.896658
68,68,30,44.3,21,0,10_11_20:20:38,1.0,-337.8656,118.14282,2.8916082,16.569778,14.6330595,3.5716443,1.1630946,4.220554,-4.1942825,-0.13030027,-2.4817698,6.5707016,-0.5769738,4.989378,-6.0901647,2.528389
69,69,34,17.5,23,0,10_11_20:20:38,1.1,-333.5972,122.211,-1.0087148,11.981548,4.8317013,-0.15941623,3.4489784,12.193233,-0.3707425,3.9237993,-2.986856,-0.5936188,-4.5568466,5.7689915,-1.7605408,1.1354582
70,70,36,31.8,25,0,10_11_20:20:38,1.2,-334.76202,119.38549,-4.319996,12.342514,8.250042,1.6669774,6.0980797,3.7956495,-6.285372,0.7664157,-4.6286535,1.9909092,-0.22839159,3.472616,-5.634521,3.5607965
71,71,40,30.0,27,0,10_11_20:20:38,1.3,-333.5223,117.58621,-3.8074062,12.674573,9.315384,0.5854952,0.813082,5.353111,-4.5285864,0.07560122,-2.697391,4.359579,-4.667707,6.425894,-1.9540923,2.151239
72,72,42,29.7,29,0,10_11_20:20:38,1.4,-328.25183,124.62816,7.3341637,14.305132,5.266484,-3.6344411,-2.617695,4.502299,-1.6186721,3.4229655,-1.6788529,4.3622007,-1.9837387,3.3725624,-6.2357903,7.748584
73,73,46,32.6,31,0,10_11_20:20:38,1.5,-334.465,120.21589,4.20094,16.705915,6.7021036,-0.18100256,2.3363698,6.458347,-5.0475426,-0.47271872,-0.33411276,7.733727,1.4765216,5.256522,-6.171682,2.4698708
74,74,48,59.2,33,0,10_11_20:20:38,1.6,-334.53442,123.456245,4.911723,11.623562,8.548586,-4.791279,-0.8970383,10.765661,-2.9200485,0.91947806,-2.500716,1.2291249,-4.917361,0.009836704,-3.704816,4.5322404
75,75,51,40.1,35,0,10_11_20:20:38,1.7,-335.7777,118.250885,1.2615379,8.689102,5.1791945,3.2755547,4.125658,3.7619662,-3.7716818,7.2404437,1.6516943,5.232387,-1.1528819,-0.6220583,-10.425148,4.688408
76,76,55,65.4,37,0,10_11_20:20:38,1.8,-337.49734,115.2964,-3.0909486,11.363233,8.74761,3.9548354,6.0142794,6.6902533,-5.453643,4.3910627,2.341219,1.3394787,-5.72268,-1.4170496,-8.9120035,6.7834754
